client_id,sector,total_assets,current_assets,cash,total_debt,current_liabilities,revenue,ebitda,net_income,interest_expense
CORP-0214,Retail,20135918.17,7437257.05,1121835.95,12649864.75,5275731.93,15254130.05,2828347.46,1343776.01,704243.35
CORP-0215,Healthcare,14627004.33,5896829.22,1426823.39,1793698.29,3505304.5,8916860.38,1494219.79,289119.12,148394.83
CORP-0216,Retail,30065825.13,14558153.93,5697899.39,16983540.29,12309133.44,24518563.25,4989711.8,2010084.23,1311083.58
CORP-0217,Retail,240369174.58,134187656.13,28408853.85,109631817.09,71901850.07,204686492.73,30431546.73,5849515.94,4748711.8
CORP-0218,Healthcare,75590627.7,39757951.3,8407690.8,9161804.29,20135030.45,41699409.89,4416228.86,1625040.7,389226.78
CORP-0219,Energy,22495391.19,10483302.38,1661698.51,12537390.33,9491866.82,19499798.8,2765981.17,1560947.77,991961.55
CORP-0220,Healthcare,70602970.83,28854579.85,3875081.61,32404441.22,22133671.78,54290026.65,6121464.78,2669355.25,1392271.77
CORP-0221,Energy,161393402.55,66093081.1,21288015.48,67520532.01,51345303.3,67533211.41,7850133.85,2462199.5,4567050.29
CORP-0222,Manufacturing,100396076.21,56605837.06,18737049.48,21800790.64,22172677.76,63041005.15,9000620.66,3572163.19,1106584.84
CORP-0223,Technology,42271783.72,13179203.9,5149166.22,15863333.24,9923800.73,30320658.25,3346764.06,1344735.44,1336575.83
CORP-0224,Manufacturing,20854143.64,12437302.69,4129501.19,3996948.75,5728703.47,24556536.83,3305357.09,1478364.04,193626.7
CORP-0225,Retail,80054908.51,39972426.37,6915459.53,28774937.42,40240135.87,72954888.7,4035810.94,1062686.18,2219998.59
CORP-0226,Retail,59025811.27,29769154.97,3335186.49,7923437.16,26961404.7,31455072.41,5053719.31,2320954.59,497376.97
CORP-0227,Real Estate,97483454.1,30356284.36,12009893.67,64751731.64,24773396.61,87462862.54,13124701.1,1700447.26,4130054.7
CORP-0228,Manufacturing,75163161.99,36202997.09,7317900.37,26691349.72,31163157.95,36870477.52,4024249.23,1356218.45,812628.05
CORP-0229,Real Estate,113754447.66,50670032.44,9809285.7,32600445.57,36378919.34,115635742.69,21156979.53,7429751.84,978013.37
CORP-0230,Energy,23318667.74,7735587.28,2875987.41,10492926.02,6358946.99,16457734.35,3240174.17,1501278.59,594859.83
CORP-0231,Healthcare,148692959.85,57005401.87,15706696.64,100445738.43,48628493.97,116169759.47,8087971.78,3253492.48,6398754.23
CORP-0232,Manufacturing,48525481.26,27518525.61,4525733.93,10443145.94,14015831.01,51687369.08,5781943.51,1500088.79,450329.68
CORP-0233,Manufacturing,317269101.58,147529029.65,54103154.75,148512943.51,74153172.03,172139835.47,19200973.44,5789106.69,6485500.67
CORP-0234,Manufacturing,19991388.86,8476848.11,3373855.54,7684152.72,4509636.77,10407044.5,1071976.01,450088.42,525765.78
CORP-0235,Technology,225981524.34,72721904.61,9163219.48,75314643.11,42537390.26,154408686.39,29565209.0,11592319.35,5154746.35
CORP-0236,Healthcare,48540583.71,24961337.85,8953020.05,1684363.25,16239270.63,48913170.07,6862942.97,2347727.61,97581.71
CORP-0237,Retail,20760900.59,10605815.0,2303102.67,9325292.55,8150872.32,10300121.91,1408791.53,495777.16,668651.69
CORP-0238,Technology,24547342.7,11886144.47,3057374.69,12653609.75,10624610.15,5733495.35,285567.53,134107.31,536348.12
CORP-0239,Energy,28908686.87,13097912.98,4904445.31,17133818.71,7961297.51,20518467.47,3729660.33,1298782.39,936551.26
CORP-0240,Technology,60864822.98,26180110.15,10262963.38,30776948.03,25404070.59,55408179.61,4877974.35,1908219.06,2607366.53
CORP-0241,Real Estate,67176597.14,32109159.11,5736274.72,19497076.05,29125760.08,69867177.72,10689442.84,6595318.45,1189805.79
CORP-0242,Real Estate,22438751.42,8302756.18,1360450.03,4088493.45,4233583.05,15872448.6,2600999.85,670100.11,253056.03
CORP-0243,Real Estate,38866583.67,22635032.35,2810251.71,1596230.55,10014350.65,27895117.6,6082054.22,1306520.9,150986.17
CORP-0244,Manufacturing,339257633.87,161703201.8,43423673.64,172573373.02,97569203.02,349700033.66,29570278.17,14145207.7,6732064.42
CORP-0245,Technology,224086606.24,88146199.5,9174372.68,87530212.87,45375773.29,95472470.59,1909449.41,634196.31,6297488.57
CORP-0246,Real Estate,61609317.16,26794135.71,5990351.24,21315451.84,19115993.07,44500153.8,7084089.72,2608193.57,1810956.4
CORP-0247,Manufacturing,41367391.28,22408940.76,2734231.5,8032631.33,23223377.03,34669380.94,8321537.54,2678572.8,442815.92
CORP-0248,Real Estate,44903725.69,15648266.68,3467151.0,3649085.48,8968163.14,39957299.4,8468842.43,3167516.33,265998.12
CORP-0249,Real Estate,73553086.79,28527615.22,3194512.56,52530424.7,16511752.91,51342898.24,8239660.84,4613005.52,2378036.96
CORP-0250,Real Estate,14320568.73,7215453.02,2529486.57,8998468.99,4720093.41,11555097.96,1449219.48,695933.81,447215.04
CORP-0251,Retail,30787627.5,12150237.5,1979537.33,20605627.04,8659876.05,9308162.87,1771865.86,861520.78,1355324.74
CORP-0252,Manufacturing,7507521.38,4037173.41,801349.1,5033571.42,2141868.1,5017654.3,508402.23,131359.59,362308.92
CORP-0253,Real Estate,59365459.34,20132967.16,7268291.04,21697211.8,18208233.32,52876918.08,9190954.25,2618361.57,1666650.66
CORP-0254,Retail,76072389.6,40227524.73,13028883.41,17966728.69,33790792.14,45912820.79,8047301.16,934228.36,1501020.09
CORP-0255,Technology,24564516.42,7873062.97,1304657.14,6855174.31,7178490.88,19941396.91,4048312.87,1291662.47,404375.09
CORP-0256,Manufacturing,192188412.38,58382569.98,7097558.85,41275428.99,38059310.04,170927473.2,49224206.85,24398978.29,3215528.3
CORP-0257,Real Estate,11689883.14,6657003.33,2094973.15,2735173.92,6251630.16,8551034.49,1450433.3,655152.96,150066.49
CORP-0258,Energy,9208385.73,4368474.45,948879.68,4009399.19,3562312.08,7680647.82,956638.65,361464.65,294816.61
CORP-0259,Manufacturing,49846149.94,20215009.86,6667395.41,8035221.72,16601007.47,30279217.59,4503164.13,1791223.47,507121.58
CORP-0260,Technology,113475589.65,41960820.97,9801562.36,43464630.93,30063134.9,86091404.36,5298599.2,1754426.84,2898446.24
CORP-0261,Energy,214523037.49,104057774.85,21207049.84,25394397.53,114974586.37,197799515.24,22799231.26,9586527.01,1684984.76
CORP-0262,Real Estate,25168801.18,11393932.78,2681694.51,8871378.55,7423328.18,20925205.19,2710564.83,1291822.2,318743.53
CORP-0263,Technology,117116629.95,69974765.91,22711548.53,42256361.2,35006260.77,79954790.83,9898049.71,2359807.11,1822862.18
CORP-0264,Manufacturing,38320345.63,22799256.62,8450911.21,24669709.64,14669480.92,32374686.52,5102825.04,2194034.99,1518127.59
CORP-0265,Real Estate,33510611.24,16437201.78,1889130.21,4733054.92,7766114.23,31597891.17,3440346.9,1696928.7,164193.53
CORP-0266,Healthcare,96365608.49,41712928.29,10729960.97,21989563.64,20511872.13,37583719.05,7744182.94,2776211.92,1593543.36
CORP-0267,Energy,76463409.59,34205316.81,3757475.56,19100949.29,18886549.48,78896078.67,11835228.63,5563386.65,1395770.15
CORP-0268,Healthcare,8232562.15,4155334.05,999452.84,4187544.04,2716127.69,6032402.12,902055.15,614719.42,271803.26
CORP-0269,Manufacturing,174343901.11,57615841.02,21063478.52,77896314.56,38181467.92,154311435.85,20616820.15,8031606.4,3363795.76
CORP-0270,Retail,158314062.3,63089043.89,13152619.65,72887252.89,34942314.17,164559454.65,25960822.91,11405386.63,5882153.21
CORP-0271,Healthcare,21304679.44,6872499.12,2609729.32,8209306.61,5116010.31,11199129.87,2141888.61,698671.84,743419.7
CORP-0272,Healthcare,59162800.56,19050908.56,5509190.16,9733225.55,25503507.71,38935737.14,4152242.86,1736157.03,605466.51
CORP-0273,Real Estate,65269159.05,23415426.5,8903636.39,14949681.08,13799743.12,48448661.09,5673056.03,2530337.08,1011465.98
CORP-0274,Real Estate,51684772.78,23029493.1,7534098.38,24528027.51,21983673.72,33246193.7,4482042.34,1880146.1,1545905.42
CORP-0275,Manufacturing,22969891.39,12298821.69,1611521.37,9514947.03,11028913.85,26346174.05,2178998.63,649407.98,646593.34
CORP-0276,Manufacturing,20345628.52,9067004.27,1535455.56,5479988.14,6044308.55,12790189.47,1394605.26,586621.42,318971.58
CORP-0277,Healthcare,38819991.98,15552957.39,3394450.62,2652293.47,10638501.23,26742729.28,3374637.1,1843292.9,157762.49
CORP-0278,Energy,128665814.96,41778548.87,6309900.49,21747051.98,44674828.86,108192228.23,20958939.93,9323868.97,1600273.44
CORP-0279,Healthcare,68586079.86,31898607.77,7925958.12,32562177.45,20366924.08,38378719.21,6260646.26,3106524.65,3099410.1
CORP-0280,Healthcare,27491451.72,10484705.69,2531117.48,5211288.48,5557885.5,19817593.94,3164463.4,1190783.79,203234.68
CORP-0281,Real Estate,86158459.46,41742072.27,16149079.39,55049113.38,39805025.51,74397024.35,14324767.47,6804121.65,3217225.02
CORP-0282,Retail,2306997.33,1368410.05,314896.28,1819700.98,681142.16,1692016.25,242180.67,103635.6,76960.78
CORP-0283,Manufacturing,125619204.25,41880726.22,14058858.95,39200812.13,47812777.7,98149126.82,16638558.23,5073244.94,3288178.76
CORP-0284,Technology,6992063.1,2542577.18,972721.8,3657545.32,1083363.18,4853425.78,702964.91,303576.87,187207.55
CORP-0285,Manufacturing,27717070.88,12248959.72,4447556.23,11849191.84,9171844.24,13778320.52,2249560.45,676736.02,454440.06
CORP-0286,Technology,12998312.58,7676597.32,1248216.93,6558156.67,4926432.27,11234683.88,1357847.12,457203.38,456269.36
CORP-0287,Manufacturing,10911398.39,5799876.7,1443061.34,7655120.04,7804065.53,12558873.49,352391.22,147628.25,659600.87
CORP-0288,Manufacturing,127143482.15,72404240.86,14793774.57,43415092.58,49082776.75,102182715.2,14641356.81,6291748.67,3037058.0
CORP-0289,Retail,24947864.83,9982001.33,2195617.14,474677.29,6272493.43,21082263.62,4662077.11,1310401.5,29938.83
CORP-0290,Manufacturing,56316824.31,33655584.23,7008507.78,26504746.03,22964706.12,52855848.59,10376172.34,5244102.74,1752947.41
CORP-0291,Technology,37999342.74,12572076.65,4373923.06,23060391.92,9862250.15,20752729.27,4114641.02,1881216.46,1873025.22
CORP-0292,Technology,64169644.34,20270669.06,4776615.25,5429968.65,18076632.4,73185667.49,15501202.72,5108067.25,254595.0
CORP-0293,Healthcare,43004782.61,23939936.28,6155156.31,29741684.29,12262988.27,36144047.27,5581829.3,1374478.13,1734603.24
CORP-0294,Manufacturing,11039692.84,6382923.66,2519558.31,8243560.66,4220609.14,12434794.06,1987898.12,766353.69,438636.96
CORP-0295,Technology,107851605.75,35286414.61,4163577.5,55023916.22,16673627.91,70469527.47,8394147.26,2983327.18,2337527.13
CORP-0296,Manufacturing,24306233.96,8118968.26,2000410.6,2629456.03,6296668.08,28283034.85,3795480.25,1561134.34,144815.64
CORP-0297,Healthcare,8397277.48,2602755.03,864683.4,3216082.36,1962740.45,8019661.14,1449862.97,527298.25,246402.78
CORP-0298,Retail,25955259.86,8600334.24,1250046.43,5015641.23,4709318.1,23635067.71,4967954.67,989886.4,343566.57
CORP-0299,Energy,178617961.67,64807230.75,18370223.82,98965820.69,76171212.83,151254563.54,21633590.25,7813302.25,6894420.0
CORP-0300,Technology,93196594.76,55081329.69,9465144.51,14333418.47,54287930.27,69924871.63,8914759.42,3293451.68,891497.55
CORP-0301,Technology,28101903.31,14061014.01,5065075.82,17039437.82,7251705.83,29228967.57,4385116.72,2031914.44,1156123.42
CORP-0302,Manufacturing,28084890.8,14985140.25,2969004.33,9290449.76,14531377.24,23256310.96,4187539.2,1382641.83,445859.32
CORP-0303,Manufacturing,28871483.87,15383934.05,3057077.61,8917899.24,19917582.19,11738742.85,913359.41,518667.09,493671.28
CORP-0304,Energy,317741266.93,146326883.43,40892242.12,76635156.98,65109092.88,183197765.2,6446903.82,1346345.25,4818823.54
CORP-0305,Healthcare,58347989.03,31463960.15,4879080.82,16306904.5,33384470.56,44509646.04,5451236.89,2895243.22,1046295.64
CORP-0306,Real Estate,61223499.17,29310276.34,5436077.05,19314641.87,18625690.64,52774643.84,4695063.4,1772706.18,1251643.22
CORP-0307,Manufacturing,111583467.25,44004483.43,9900549.15,5789690.66,28805644.03,88003905.84,10964669.77,5328374.33,335367.66
CORP-0308,Retail,50565958.91,23681708.88,4880595.57,25629754.8,47363417.77,52780452.5,7527072.27,3070896.06,1392686.25
CORP-0309,Healthcare,30736390.05,14140355.41,3640620.66,8545002.71,10150475.59,12595146.46,1603835.46,824300.14,917447.63
CORP-0310,Retail,32725009.2,17901755.39,5010558.89,16527824.42,10659834.04,27119790.67,6037499.37,2181129.99,1216477.78
CORP-0311,Manufacturing,37072971.85,22040555.2,5950955.11,19730943.62,13425252.07,16178798.95,2691136.74,780800.92,1306133.46
CORP-0312,Technology,38369666.23,16242369.68,4811810.04,20388666.83,8725850.16,36525714.43,6027609.2,3267268.15,1151997.85
CORP-0313,Technology,82443976.15,43614281.71,8388110.41,36205085.93,32426891.49,64397670.52,11663085.11,4532880.6,1927258.91
CORP-0314,Real Estate,41948191.78,13839920.82,1908910.77,18370668.74,7753449.33,37078929.34,3450503.77,1456650.34,1066196.71
CORP-0315,Healthcare,82858101.09,44167461.97,14497627.64,50726464.24,36076617.63,51970540.53,10495741.14,5494260.1,3266400.43
CORP-0316,Energy,36736575.34,15114348.21,5369132.11,16050068.31,16151034.1,38789892.24,5671539.41,1683338.28,510287.31
CORP-0317,Manufacturing,43082833.9,13433962.12,2379179.81,18514394.43,13695426.3,43442357.25,7972716.51,3663854.62,675019.2
CORP-0318,Technology,5399404.97,2208215.46,490505.57,2540366.31,2412939.32,4949682.38,477184.71,162725.01,128153.26
CORP-0319,Technology,99565639.16,48109402.49,12006700.39,73615312.13,25269741.32,77073417.84,5573337.75,2155672.65,4645648.24
CORP-0320,Retail,56315956.71,18909493.2,4916431.41,41620576.21,21147522.94,51583808.92,9847064.53,4009999.38,2347854.28
CORP-0321,Manufacturing,108039786.4,62361682.68,18574243.3,10054120.48,38743216.17,71157324.71,12012813.45,3002936.84,826165.36
CORP-0322,Healthcare,2199508.8,711104.99,79985.78,1308147.97,510253.67,2135967.48,224057.48,72172.57,49400.96
CORP-0323,Energy,321457115.77,186124318.07,58897760.82,47936368.21,127574982.71,363213166.78,38688320.93,20702402.54,2335930.5
CORP-0324,Retail,34636215.1,17738634.68,2103647.78,12648572.3,8672270.7,35125351.61,7245367.37,3540225.02,1047319.19
CORP-0325,Real Estate,120623274.97,48118271.21,11571798.01,19123837.11,36325846.16,78897212.11,7142517.7,2812266.65,1185042.8
CORP-0326,Healthcare,14077580.76,5873520.1,2045754.93,3623422.03,3366607.44,12279640.9,2850517.83,1209509.91,265497.69
CORP-0327,Manufacturing,73498378.67,38383999.77,9034234.52,6313579.58,25335549.67,39789941.57,4176708.91,1547787.04,573075.44
CORP-0328,Energy,13888676.65,6672694.29,965718.52,7367036.07,4636415.61,12700890.11,2310540.8,1237660.45,365352.93
CORP-0329,Manufacturing,21342928.81,10703326.76,4233274.41,10406880.38,4422884.87,18997782.36,2537516.24,964166.7,608909.54
CORP-0330,Retail,270026687.28,112533455.85,41275655.47,207246584.4,121860235.96,115041287.43,20725766.05,8770816.91,11587901.89
CORP-0331,Manufacturing,32911003.06,14689630.21,4868056.64,16558929.77,7287778.28,18681708.12,2294007.27,1180503.06,508046.26
CORP-0332,Healthcare,49497507.52,29548044.23,6602613.34,4352614.44,16764252.11,36795072.08,5219761.98,1682135.38,240891.3
CORP-0333,Technology,95064648.69,34620345.37,5371475.3,54119403.52,26464309.7,70331493.72,10693619.39,5944357.58,3962402.61
CORP-0334,Technology,65377053.31,27808577.85,10634649.62,13764064.63,12923838.66,36487235.03,3644732.79,900080.83,937454.52
CORP-0335,Technology,46289184.94,17939232.73,4658914.5,18117557.57,23580798.3,40632449.62,7599942.84,4278495.84,1255297.58
CORP-0336,Technology,57365922.62,30377175.1,10805362.83,8205305.26,23524612.28,48777941.22,6065016.12,2199978.11,446100.83
CORP-0337,Real Estate,440497613.33,233113005.45,47235339.03,302449181.11,229304911.66,335283072.87,46460176.83,17456488.06,15170409.79
CORP-0338,Healthcare,37594984.29,14576840.04,2923917.25,8616166.53,8755735.06,24393193.52,2446211.19,516148.07,681011.77
CORP-0339,Manufacturing,48695590.84,15797682.12,6250544.78,10831185.94,14977309.58,49169955.3,1076001.72,381464.7,569073.14
CORP-0340,Technology,113879837.79,34554536.75,8864963.45,72149406.01,20651451.42,128807368.94,18090816.17,5355231.59,4647232.03
CORP-0341,Manufacturing,120303218.31,51518067.94,7326313.72,30764740.96,36142239.87,84607774.1,22897467.14,7767630.63,1921258.69
CORP-0342,Manufacturing,130519122.37,55222807.52,9161596.49,79836426.1,42210932.14,88435400.14,16734649.73,6464074.8,6540659.5
CORP-0343,Technology,75431100.55,44995931.06,11005252.58,25347560.19,27180337.19,67755347.4,10098052.42,5006403.96,1890197.61
CORP-0344,Manufacturing,12698508.29,5599288.15,631270.88,3549585.42,4020884.51,9249518.82,1265847.14,532618.27,144010.66
CORP-0345,Manufacturing,203959404.06,76877502.57,18355287.55,18116250.14,72216229.3,157481249.25,23799085.23,10251876.38,764264.86
CORP-0346,Energy,12656159.95,7180710.69,1620558.96,7084803.13,2740154.89,11997161.68,2127768.08,618006.11,486610.12
CORP-0347,Energy,53899699.74,24110434.43,8048084.22,38968069.03,18473544.15,22537015.83,2049952.52,639430.6,2300477.43
CORP-0348,Technology,18731631.0,8986550.37,1855566.19,6942020.42,14660995.2,19924095.34,4098706.88,2376727.42,369124.05
CORP-0349,Manufacturing,37350679.17,12277191.15,4846600.8,25263573.39,10555027.35,30423476.73,5651740.85,1845179.77,1900690.25
CORP-0350,Energy,55326491.94,22953574.04,3540152.12,10788820.33,23113302.57,39707899.12,7382067.19,4175450.93,677666.2
CORP-0351,Manufacturing,54918301.71,32032038.71,8882356.38,23173980.85,17499464.28,42954523.73,7384904.39,2774463.38,1408673.55
CORP-0352,Real Estate,60728323.05,28958398.94,3675104.3,14504760.26,17780494.41,48126337.98,7266154.59,2908124.29,1039954.03
CORP-0353,Energy,199976670.27,80660701.25,25824265.2,122028716.39,48605859.88,90741361.77,16664021.51,8449267.41,6635111.95
CORP-0354,Technology,62678829.53,30568474.83,12179278.4,16953943.5,22609968.94,68883259.29,12370793.21,6521749.1,1416125.34
CORP-0355,Technology,31197339.13,17879922.79,6181832.96,12906277.31,12879377.11,25215721.25,3335988.59,1297428.49,621815.22
CORP-0356,Energy,104436226.28,39915231.19,10645833.71,57558573.01,29531235.09,92802075.18,11258739.53,4066383.07,4020692.87
CORP-0357,Technology,130838001.86,59077939.21,14499050.05,87239948.0,40256916.06,129570175.62,20095403.25,7925786.9,7110709.41
CORP-0358,Manufacturing,11668368.42,6856417.25,2403235.87,7955332.26,3738232.64,6951634.78,1581156.34,685898.9,312967.29
CORP-0359,Real Estate,72377068.22,25456378.69,9693591.09,5110230.21,15575078.85,64755356.16,5701362.42,2788709.5,280295.99
CORP-0360,Manufacturing,80291373.3,41422253.46,16434774.38,42375526.88,24365384.59,59935244.49,4592462.39,1838927.5,3268556.21
CORP-0361,Manufacturing,29574897.34,14324433.02,3136503.18,11110530.81,8427011.68,28668549.62,4536455.16,2095337.06,859495.87
CORP-0362,Energy,157621447.34,79425847.57,31553922.85,62207398.86,42845417.03,59037824.91,9005888.7,5077844.02,3572419.5
CORP-0363,Manufacturing,34275604.26,13894160.8,2039355.41,15336666.5,8601810.64,26741180.0,4242945.03,1858965.59,751188.91
CORP-0364,Manufacturing,45153414.18,17797841.86,3133575.83,6983152.21,10828972.95,30678849.19,4976037.55,2145494.65,519120.81
CORP-0365,Real Estate,33495718.27,16924143.79,2144370.89,16431821.09,8566920.31,29692366.22,4122484.78,1022825.24,1277627.27
CORP-0366,Manufacturing,40450074.68,14750645.0,2677560.02,9079118.75,11953698.99,36162724.24,8118284.67,1111612.25,386135.37
CORP-0367,Real Estate,13305990.6,5666973.81,1872261.98,1630297.04,4895015.36,8761659.78,612920.17,268972.4,68376.77
CORP-0368,Real Estate,9435116.81,3363169.97,1196875.87,5082507.45,3279121.63,6204204.73,673622.45,263061.41,322123.48
CORP-0369,Technology,196172525.71,59340512.21,19800017.78,108635772.68,37720443.23,152596119.6,22101604.15,7702889.37,7543712.54
CORP-0370,Technology,17073509.22,10090737.75,2919449.56,10163673.89,13303418.92,10597041.51,718909.22,305071.3,564225.82
CORP-0371,Technology,14777372.01,6347042.26,1613354.38,4564170.43,3767099.99,14310358.87,2020726.85,796084.8,320356.42
CORP-0372,Technology,4623256.51,2731442.53,853879.76,3080584.59,1875574.97,3357217.29,782478.41,401237.73,152020.54
CORP-0373,Technology,21021121.0,7191263.61,1562302.48,8879891.67,3680549.67,4595266.58,694088.94,283612.43,266396.75
CORP-0374,Energy,10605785.44,5050581.44,1779787.05,6356554.26,4102051.47,7689571.89,1242135.34,404076.16,340975.0
CORP-0375,Technology,205717650.95,74118467.06,22469534.21,121467043.19,52244938.39,121844761.71,10599490.48,5289321.95,7403231.92
CORP-0376,Retail,109322970.3,58708866.18,18161083.42,29617269.37,30124392.48,51791192.73,6172574.29,2335003.95,1654491.77
CORP-0377,Healthcare,20012140.15,10708714.26,2792627.05,5300621.29,5215483.77,11057001.06,1451122.82,656856.07,225917.52
CORP-0378,Technology,378768517.75,126426168.2,46217449.36,154780808.8,102958015.57,311302911.14,41750154.94,14706864.88,5071434.27
CORP-0379,Healthcare,106298899.13,60975103.92,10707497.76,75503444.29,38770661.64,113285730.78,24252457.31,8124993.04,3947974.53
CORP-0380,Retail,28779348.34,10314198.83,2210789.69,9471393.46,6375575.13,24826127.69,4416184.63,1803644.1,695814.37
CORP-0381,Technology,3270960.68,1582795.64,527534.34,1311921.2,959583.34,2219998.8,209628.05,84120.15,103435.75
CORP-0382,Energy,393638121.79,234486326.63,58111496.24,179539062.9,168094203.43,350802751.65,56944140.48,25509990.0,13970957.99
CORP-0383,Energy,9923612.07,5604051.89,2055365.63,2670356.52,2784548.23,7027722.83,1229226.64,458668.01,127539.85
CORP-0384,Real Estate,7683619.27,4510047.69,919688.0,4995398.79,6060925.84,5079486.46,1051491.55,227504.94,213275.58
CORP-0385,Healthcare,110726132.08,44598230.66,9401264.68,29729226.24,33493523.18,63017283.01,14432661.44,5148456.68,2005222.02
CORP-0386,Healthcare,456798259.61,151507508.77,55545794.5,222088592.68,90227494.46,205392137.68,20384202.35,9771816.57,15441042.58
CORP-0387,Retail,158977432.88,56676100.58,13563219.75,80682205.81,33677841.76,114784132.32,12563941.06,4651954.87,5325230.85
CORP-0388,Technology,69993232.73,31507346.52,8029249.49,37562523.35,15436426.81,58207121.12,5071068.83,1903484.81,1126875.7
CORP-0389,Healthcare,72185831.26,38833732.49,7760110.38,32157483.7,19620030.11,56353693.02,7793659.79,3886212.21,1511296.62
CORP-0390,Healthcare,93494723.43,32259989.06,5903609.7,19724132.37,23279244.24,67017636.17,11615357.22,3819160.55,1174664.16
CORP-0391,Real Estate,85065200.9,42355618.87,12570495.96,56178892.46,20968662.78,51962144.99,10359522.71,2545538.59,3781304.23
CORP-0392,Manufacturing,52756177.05,20948068.33,2847935.94,859959.5,17249964.06,48622690.4,7108756.4,2729313.81,61495.37
CORP-0393,Manufacturing,44198486.48,17783730.5,6469397.36,15176626.83,9498055.09,23715741.71,3178090.19,1117361.23,943436.84
CORP-0394,Healthcare,37408438.76,18650924.29,6224950.04,15398810.15,8385418.98,35732749.54,5631048.95,1708321.55,1000333.76
CORP-0395,Retail,18737462.33,8246353.91,1296528.7,8245076.51,4152289.4,11234169.14,1216018.54,465081.07,505200.42
CORP-0396,Real Estate,30078612.32,16351034.08,5039486.54,7966525.71,10601664.81,19536448.3,4971575.5,2232985.95,559921.61
CORP-0397,Real Estate,7326754.35,2540739.29,713413.87,3515915.54,1858232.05,3712048.52,258421.49,103128.56,227455.07
CORP-0398,Manufacturing,36094836.26,19382366.91,3011254.51,16770825.57,21813148.21,25256263.33,4021732.33,1732152.5,1022786.66
CORP-0399,Healthcare,14818825.04,4731214.78,860896.82,7919346.55,2912922.42,14745656.97,3703818.7,2153180.82,443281.21
CORP-0400,Healthcare,13209022.58,4731685.4,1053727.18,7000065.12,4489635.21,11929406.68,1793466.91,655892.57,428539.59
CORP-0401,Technology,47673876.87,23686523.27,7337441.12,22698644.16,20026717.97,47468136.56,6669180.54,2853307.95,1526912.16
CORP-0402,Real Estate,160211005.12,89153851.15,25998780.63,90637186.6,87089679.47,144899400.51,19145228.7,6683190.85,5801879.45
CORP-0403,Manufacturing,99763865.44,37491648.55,9735473.41,44418341.5,28492492.37,57789818.7,8147232.68,2569344.11,2918835.66
CORP-0404,Healthcare,8281207.89,3297224.88,1089809.2,1740434.28,2214668.04,6077099.45,1328711.75,453767.33,139479.84
CORP-0405,Retail,14803465.45,6826414.17,2234840.49,2776934.08,4241468.73,9532842.19,375659.8,132278.89,177661.19
CORP-0406,Real Estate,102029361.53,37084799.97,10582434.94,43532294.99,29437115.49,108775030.81,24656219.53,10748819.23,2188151.77
CORP-0407,Manufacturing,14909551.51,8101058.27,2722741.58,2942597.77,4202418.23,8358924.81,658701.18,418214.37,215557.36
CORP-0408,Technology,31812404.49,16927093.91,3390141.65,1709916.44,11948104.81,31136058.07,4255283.59,1397416.65,67553.71
CORP-0409,Real Estate,69030024.05,23717854.33,8642189.81,44283236.81,20016569.84,67552144.66,8683002.64,3111445.19,1938666.94
CORP-0410,Technology,15121914.56,6640772.44,1889120.63,10945325.79,4175229.08,17631003.72,3163489.8,1245427.02,711858.91
CORP-0411,Retail,44250423.77,23561064.24,8168834.3,9508490.39,10309287.81,31774577.95,2227200.35,979032.47,644161.72
CORP-0412,Real Estate,10490435.6,4208750.8,1110620.87,2971866.73,2575633.64,9886862.43,1711501.24,729707.25,122810.11
CORP-0413,Real Estate,21826433.87,10693469.42,1770105.75,5055844.92,7892687.94,27421211.68,6888632.89,3640019.61,274318.71
CORP-0414,Manufacturing,54831858.04,17275541.04,4538682.63,23571691.48,19432216.72,37092198.28,3035673.72,477696.02,1200005.17
CORP-0415,Energy,8097016.89,3907674.02,825822.42,1702849.99,2767013.86,3991764.15,636627.74,102692.52,89739.95
CORP-0416,Manufacturing,61865593.18,21392868.1,6615738.27,16658132.66,13421112.9,26230887.36,3066414.11,1074508.86,1235266.61
CORP-0417,Retail,39050342.35,21445471.66,5205633.85,19997890.36,15944972.18,36806603.62,6304763.62,3213727.28,1411802.7
CORP-0418,Retail,69198514.56,28138526.83,9871947.46,10225486.28,33745466.13,29296572.23,4422534.05,1076600.45,610596.17
CORP-0419,Energy,49819355.65,19153856.3,5811696.67,18020038.87,16515164.91,36145745.45,4262510.69,422997.78,933628.51
CORP-0420,Healthcare,155808840.12,86048032.88,26275913.85,19749615.2,41333171.77,138274524.18,24114194.03,11023030.71,785150.99
CORP-0421,Healthcare,45137525.19,14220270.69,2348429.36,7725966.34,6857768.1,37781693.24,9075820.33,3851467.05,628142.5
CORP-0422,Healthcare,25921789.3,10860779.71,4292993.94,2876479.94,9482545.47,22943089.87,3222467.34,937670.84,198136.85
CORP-0423,Technology,45005600.84,18497349.75,6520363.19,16554266.21,10455780.54,38005338.37,7068532.96,2130781.27,817780.15
CORP-0424,Manufacturing,68565361.38,26427840.59,8898292.65,24351685.98,25693747.46,72389468.43,6177453.17,1871926.63,1723953.07
CORP-0425,Technology,41818946.92,23984265.88,4774417.52,1603005.11,11633097.66,25490183.9,2604540.63,1070605.62,94491.77
CORP-0426,Manufacturing,41474597.58,21785715.15,5679307.1,13734134.0,13632308.57,27564057.88,4785680.38,1614537.68,764900.03
