client_id,sector,total_assets,current_assets,cash,total_debt,current_liabilities,revenue,ebitda,net_income,interest_expense,current_ratio,debt_to_ebitda,interest_coverage,liq_score,lev_score,solv_score,total_credit_score,pd,risk_grade
CORP-0218,Healthcare,75590627.7,39757951.3,8407690.8,9161804.29,20135030.45,39197445.2966,4151255.1284000003,1222030.6064,664080.9087,1.9745662366256813,2.2069961991305487,6.251128550776241,4,4,5,4.4,0.005,A-BBB
CORP-0219,Energy,22495391.19,10483302.38,1661698.51,12537390.33,9491866.82,16574828.98,2351083.9945,1061444.4836000002,1368083.2599,1.1044510609768543,5.332599923834835,1.7185240572798564,2,2,2,2.0,0.12,CCC-C
CORP-0220,Healthcare,70602970.83,28854579.85,3875081.61,32404441.22,22133671.78,51032625.051,5754176.8932,2007355.148,2364405.0066,1.3036508418848525,5.631464207903298,2.4336680378944346,3,2,3,2.6,0.06,B
CORP-0221,Energy,161393402.55,66093081.1,21288015.48,67520532.01,51345303.3,57403229.69849999,6672613.7725,1674295.6600000001,6592666.2503,1.2872273967071883,10.11905293968519,1.0121267358553698,3,1,2,1.8000000000000003,0.12,CCC-C
CORP-0222,Manufacturing,100396076.21,56605837.06,18737049.48,21800790.64,22172677.76,52639239.300249994,7515518.2511,2386205.0109200003,1760608.5592,2.5529544817594463,2.900770101490892,4.268704824719791,5,4,4,4.2,0.015,BB
CORP-0223,Technology,42271783.72,13179203.9,5149166.22,15863333.24,9923800.73,27591799.0075,3045555.2946,978967.4003200001,1812475.8272000002,1.3280399575294575,5.208683378077847,1.6803287795042874,3,2,2,2.2,0.12,CCC-C
CORP-0224,Manufacturing,20854143.64,12437302.69,4129501.19,3996948.75,5728703.47,20504708.25305,2759973.1701499997,987547.1787200001,313535.1625,2.1710501783050047,1.4481839146946391,8.80275484300744,5,5,5,5.0,0.0005,AAA-AA
CORP-0225,Retail,80054908.51,39972426.37,6915459.53,28774937.42,40240135.87,58728685.4035,3248827.8066999996,684369.89992,3083246.7125999997,0.9933472018865726,8.857021403429865,1.053703485168195,2,1,2,1.6,0.25,D
CORP-0226,Retail,59025811.27,29769154.97,3335186.49,7923437.16,26961404.7,25321333.29005,4068244.0445499993,1494694.75596,735080.0848,1.1041396136900834,1.9476307402488768,5.534422886258556,2,4,4,3.6,0.03,BB
CORP-0227,Real Estate,97483454.1,30356284.36,12009893.67,64751731.64,24773396.61,67783718.4685,10171643.3525,1054277.3012,6072606.6492,1.2253581871670522,6.365906608796428,1.6750044816158154,3,1,2,1.8000000000000003,0.12,CCC-C
CORP-0228,Manufacturing,75163161.99,36202997.09,7317900.37,26691349.72,31163157.95,30786848.7292,3360248.1070499998,905953.9246,1613368.5416,1.1617242754436574,7.943267541465157,2.082752960906003,2,1,3,2.0,0.12,CCC-C
CORP-0229,Real Estate,113754447.66,50670032.44,9809285.7,32600445.57,36378919.34,89617700.58475,16396659.135750001,4606446.140800001,1956026.7371,1.3928405065151668,1.988237073180385,8.382635484860316,3,4,5,4.2,0.015,BB
CORP-0230,Energy,23318667.74,7735587.28,2875987.41,10492926.02,6358946.99,13989074.1975,2754148.0445,1020869.4412000001,909647.6106,1.2164887193060245,3.8098627417484856,3.0277087659070245,3,3,3,3.0000000000000004,0.06,B
CORP-0231,Healthcare,148692959.85,57005401.87,15706696.64,100445738.43,48628493.97,109199573.90179999,7602693.4732,2446626.34496,9412126.3829,1.1722633628170327,13.211862188588546,0.8077551409650229,2,1,1,1.2000000000000002,0.25,D
CORP-0232,Manufacturing,48525481.26,27518525.61,4525733.93,10443145.94,14015831.01,43158953.1818,4827922.83085,1002059.3117200001,763624.0582,1.963388798735238,2.1630722581705784,6.3223817780575,4,4,5,4.4,0.005,A-BBB
CORP-0233,Manufacturing,317269101.58,147529029.65,54103154.75,148512943.51,74153172.03,143736762.61745,16032812.8224,3867123.2689200006,10940888.9753,1.9895174489678538,9.263062268306868,1.465403118393346,4,1,2,2.0,0.12,CCC-C
CORP-0234,Manufacturing,19991388.86,8476848.11,3373855.54,7684152.72,4509636.77,8689882.157499999,895099.96835,300659.06456,756290.3616,1.879718598711,8.584686617925742,1.183540097557684,4,1,2,2.0,0.12,CCC-C
CORP-0235,Technology,225981524.34,72721904.61,9163219.48,75314643.11,42537390.26,140511904.6149,26904340.19,8439208.4868,7414185.6433,1.7095995820501473,2.799349197122979,3.628765380903664,4,4,3,3.6000000000000005,0.03,BB
CORP-0236,Healthcare,48540583.71,24961337.85,8953020.05,1684363.25,16239270.63,45978379.8658,6451166.391799999,1765491.16272,148112.6075,1.5370972267613474,0.26109437390127993,43.55582215916359,4,5,5,4.8,0.0005,AAA-AA
CORP-0237,Retail,20760900.59,10605815.0,2303102.67,9325292.55,8150872.32,8291598.137549999,1134077.18165,319280.49104,948410.4665,1.3011877236717653,8.22280238143261,1.1957662021963777,3,1,2,1.8000000000000003,0.12,CCC-C
CORP-0238,Technology,24547342.7,11886144.47,3057374.69,12653609.75,10624610.15,5217480.7685,259866.45230000003,97630.12168000001,915956.4125,1.1187369985523656,48.69274059043288,0.2837105005801791,2,1,1,1.2000000000000002,0.25,D
CORP-0239,Energy,28908686.87,13097912.98,4904445.31,17133818.71,7961297.51,17440697.349499997,3170211.2805,883172.0252,1450565.8213,1.645198281253529,5.404629910753989,2.185499778051333,4,2,3,2.8,0.06,B
CORP-0240,Technology,60864822.98,26180110.15,10262963.38,30776948.03,25404070.59,50421443.4451,4438956.6585,1389183.4756800001,3530674.9709,1.030547843002195,6.933374303411212,1.2572544046354035,2,1,2,1.6,0.25,D
CORP-0241,Real Estate,67176597.14,32109159.11,5736274.72,19497076.05,29125760.08,54147062.733,8284318.201,4089097.4390000007,1774718.0715,1.102431628283879,2.3534919322203858,4.667962948051831,2,4,4,3.6,0.03,BB
CORP-0242,Real Estate,22438751.42,8302756.18,1360450.03,4088493.45,4233583.05,12301147.665000001,2015774.88375,415462.06820000004,375710.8335,1.9611653018121376,2.028249028678275,5.36522959684632,4,4,4,4.0,0.015,BB
CORP-0243,Real Estate,38866583.67,22635032.35,2810251.71,1596230.55,10014350.65,21618716.14,4713592.0205,810042.9580000001,198873.0865,2.2602596155348325,0.3386441896239204,23.701507848323153,5,5,5,5.0,0.0005,AAA-AA
CORP-0244,Manufacturing,339257633.87,161703201.8,43423673.64,172573373.02,97569203.02,291999528.1061,24691182.27195,9448998.7436,11909265.6106,1.6573180552356634,6.989271356845844,2.073274967515485,4,1,3,2.4000000000000004,0.12,CCC-C
CORP-0245,Technology,224086606.24,88146199.5,9174372.68,87530212.87,45375773.29,86879948.2369,1737598.9631,461694.9136800001,8923394.9561,1.9425828610490221,50.374231758195734,0.19472397799810304,4,1,1,1.6,0.25,D
CORP-0246,Real Estate,61609317.16,26794135.71,5990351.24,21315451.84,19115993.07,34487619.195,5490169.533,1617080.0134000003,2450419.9551999997,1.4016606729184173,3.882476071436099,2.2405014786748665,3,3,3,3.0000000000000004,0.06,B
CORP-0247,Manufacturing,41367391.28,22408940.76,2734231.5,8032631.33,23223377.03,28948933.084899995,6948483.8459,1789286.6304,683794.8599,0.9649303256392079,1.1560264811926861,10.161649718917403,2,5,5,4.4,0.005,A-BBB
CORP-0248,Real Estate,44903725.69,15648266.68,3467151.0,3649085.48,8968163.14,30966907.035,6563352.88325,1963860.1246000004,375470.68439999997,1.7448686465353482,0.5559788639907883,17.480333767570166,4,5,5,4.8,0.0005,AAA-AA
CORP-0249,Real Estate,73553086.79,28527615.22,3194512.56,52530424.7,16511752.91,39790746.136,6385737.151,2860063.4224,3953949.701,1.727715729244158,8.22621154893195,1.615027411548754,4,1,2,2.0,0.12,CCC-C
CORP-0250,Real Estate,14320568.73,7215453.02,2529486.57,8998468.99,4720093.41,8955200.919000002,1123145.097,431478.9622000001,717169.1096999999,1.5286674210119073,8.011849060317806,1.5660812517006268,4,1,2,2.0,0.12,CCC-C
CORP-0251,Retail,30787627.5,12150237.5,1979537.33,20605627.04,8659876.05,7493071.110349999,1426352.0173,554819.38232,1973493.5512,1.4030498161691354,14.44638265314423,0.7227548407405203,3,1,1,1.4000000000000001,0.25,D
CORP-0252,Manufacturing,7507521.38,4037173.41,801349.1,5033571.42,2141868.1,4189741.3404999995,424515.86204999994,87748.20612,513316.06259999995,1.8848842326005042,11.857204571091245,0.8270067760977172,4,1,1,1.6,0.25,D
CORP-0253,Real Estate,59365459.34,20132967.16,7268291.04,21697211.8,18208233.32,40979611.512,7122989.54375,1623384.1734000002,2317567.014,1.1057067869339012,3.0460822196542483,3.0734772719499883,2,3,3,2.8000000000000003,0.06,B
CORP-0254,Retail,76072389.6,40227524.73,13028883.41,17966728.69,33790792.14,36959820.73594999,6478077.4338,601643.06384,2040021.9507000002,1.1904877684823638,2.7734661824597597,3.175493985041266,2,4,3,3.2,0.06,B
CORP-0255,Technology,24564516.42,7873062.97,1304657.14,6855174.31,7178490.88,18146671.1881,3683964.7117000003,940330.2781600001,610030.3193,1.0967573967301607,1.8608143254544407,6.038986252236267,2,4,5,4.0,0.015,BB
CORP-0256,Manufacturing,192188412.38,58382569.98,7097558.85,41275428.99,38059310.04,142724440.12199998,41102212.71975,16298517.497720001,4453791.1696999995,1.5339891847393037,1.0042142809057764,9.228590015485299,4,5,5,4.8,0.0005,AAA-AA
CORP-0257,Real Estate,11689883.14,6657003.33,2094973.15,2735173.92,6251630.16,6627051.72975,1124085.8075,406194.83520000003,232121.70759999997,1.0648427945392087,2.4332429977771066,4.842656979919616,2,4,4,3.6,0.03,BB
CORP-0258,Energy,9208385.73,4368474.45,948879.68,4009399.19,3562312.08,6528550.647,813142.8525,245795.96200000003,415098.5857,1.2263031289498927,4.930743937148485,1.9589150156432347,3,2,2,2.2,0.12,CCC-C
CORP-0259,Manufacturing,49846149.94,20215009.86,6667395.41,8035221.72,16601007.47,25283146.68765,3760142.04855,1196537.27796,748178.2316,1.2176977750615998,2.136946321774884,5.025730353727121,3,4,4,3.8000000000000003,0.015,BB
CORP-0260,Technology,113475589.65,41960820.97,9801562.36,43464630.93,30063134.9,78343177.9676,4821725.272,1277222.7395200003,4202385.1679,1.3957566670799857,9.014331692102262,1.1473782338731922,3,1,2,1.8000000000000003,0.12,CCC-C
CORP-0261,Energy,214523037.49,104057774.85,21207049.84,25394397.53,114974586.37,168129587.954,19379346.571000002,6518838.3668,2446816.6859,0.9050502214039841,1.3103846116257165,7.920228222520804,2,5,5,4.4,0.005,A-BBB
CORP-0262,Real Estate,25168801.18,11393932.78,2681694.51,8871378.55,7423328.18,16217034.022250002,2100687.7432500003,800929.7640000001,584884.8865,1.534881996824233,4.223082930105062,3.591625962196922,4,3,3,3.2,0.06,B
CORP-0263,Technology,117116629.95,69974765.91,22711548.53,42256361.2,35006260.77,72758859.6553,9007225.236100001,1717939.57608,3090553.016,1.9989214606424812,4.691384981763418,2.914438027585676,4,2,3,2.8,0.06,B
CORP-0264,Manufacturing,38320345.63,22799256.62,8450911.21,24669709.64,14669480.92,27032863.2442,4260858.9084,1465615.3733200002,2258218.8792000003,1.554196548898746,5.789844294389872,1.886822817595723,4,2,2,2.4000000000000004,0.12,CCC-C
CORP-0265,Real Estate,33510611.24,16437201.78,1889130.21,4733054.92,7766114.23,24488365.65675,2666268.8475,1052095.7940000002,306185.1776,2.1165284585313136,1.7751604173142181,8.708027176231278,5,4,5,4.6,0.005,A-BBB
CORP-0266,Healthcare,96365608.49,41712928.29,10729960.97,21989563.64,20511872.13,35328695.907,7279531.9636,2087711.36384,2253230.2692,2.033599274880035,3.0207386614901734,3.230709290171469,5,3,3,3.4000000000000004,0.03,BB
CORP-0267,Energy,76463409.59,34205316.81,3757475.56,19100949.29,18886549.48,67061666.8695,10059944.3355,3783102.9220000007,1968798.6286999998,1.8110940193825178,1.8987132187795195,5.10968678505358,4,4,4,4.0,0.015,BB
CORP-0268,Healthcare,8232562.15,4155334.05,999452.84,4187544.04,2716127.69,5670457.9928,847931.841,462269.00384,397429.5812,1.5298743373880188,4.938538497459255,2.1335398297221664,4,2,3,2.8,0.06,B
CORP-0269,Manufacturing,174343901.11,57615841.02,21063478.52,77896314.56,38181467.92,128850048.93474999,17215044.82525,5365113.075200001,5700685.196799999,1.5090001552774244,4.524897573647112,3.0198202901843145,4,2,3,2.8,0.06,B
CORP-0270,Retail,158314062.3,63089043.89,13152619.65,72887252.89,34942314.17,132470360.99325,20898462.44255,7345068.989720001,8068770.7967,1.805519908700426,3.4876849476542833,2.5900428911795514,4,3,3,3.2,0.06,B
CORP-0271,Healthcare,21304679.44,6872499.12,2609729.32,8209306.61,5116010.31,10527182.077799998,2013375.2933999998,525401.2236799999,989698.8983,1.3433317572809975,4.077385193366951,2.0343311454204533,3,3,3,3.0000000000000004,0.06,B
CORP-0272,Healthcare,59162800.56,19050908.56,5509190.16,9733225.55,25503507.71,36599592.9116,3903108.2883999995,1305590.08656,897463.2765,0.7469916992057559,2.493711378422949,4.349045125970678,1,4,4,3.4000000000000004,0.03,BB
CORP-0273,Real Estate,65269159.05,23415426.5,8903636.39,14949681.08,13799743.12,37547712.34475,4396618.42325,1568808.9896000002,1459956.4124,1.6968016213333688,3.400268033483135,3.0114723877423617,4,3,3,3.2,0.06,B
CORP-0274,Real Estate,51684772.78,23029493.1,7534098.38,24528027.51,21983673.72,25765800.1175,3473582.8135,1165690.5820000002,2281746.2453,1.0475725483065441,7.061304948502274,1.5223352818723712,2,1,2,1.6,0.25,D
CORP-0275,Manufacturing,22969891.39,12298821.69,1611521.37,9514947.03,11028913.85,21999055.331749998,1819463.8560499998,433804.53064,932041.7508999999,1.1151435088959372,5.229533413571984,1.9521269881881211,2,2,2,2.0,0.12,CCC-C
CORP-0276,Manufacturing,20345628.52,9067004.27,1535455.56,5479988.14,6044308.55,10679808.20745,1164495.3921,391863.10856,483371.2242,1.5000895793117643,4.705890789415344,2.409111949159344,4,2,3,2.8,0.06,B
CORP-0277,Healthcare,38819991.98,15552957.39,3394450.62,2652293.47,10638501.23,25138165.523199998,3172158.874,1386156.2608,237331.2941,1.4619500485784125,0.8361162146508556,13.365952796193007,3,5,5,4.6,0.005,A-BBB
CORP-0278,Energy,128665814.96,41778548.87,6309900.49,21747051.98,44674828.86,91963393.9955,17815098.9405,6340230.899600001,2252684.9994,0.9351697574695532,1.2207090206252678,7.908384414707351,2,5,5,4.4,0.005,A-BBB
CORP-0279,Healthcare,68586079.86,31898607.77,7925958.12,32562177.45,20366924.08,36075996.057399996,5885007.4843999995,2336106.5368,4076275.4235,1.566196625700782,5.533073243545729,1.443721749142008,4,2,2,2.4000000000000004,0.12,CCC-C
CORP-0280,Healthcare,27491451.72,10484705.69,2531117.48,5211288.48,5557885.5,18628538.3036,2974595.596,895469.4100800001,359573.3344,1.886455863475417,1.7519317540198498,8.272570047396707,4,4,5,4.4,0.005,A-BBB
CORP-0281,Real Estate,86158459.46,41742072.27,16149079.39,55049113.38,39805025.51,57657693.871249996,11101694.789250001,4218555.423000001,4868698.4214,1.0486633719029617,4.958622482875785,2.2802182078999453,2,2,3,2.4,0.12,CCC-C
CORP-0282,Retail,2306997.33,1368410.05,314896.28,1819700.98,681142.16,1362073.0812499998,194955.43935,66741.3264,131551.8094,2.008993320865647,9.333932851871465,1.481966992618195,5,1,2,2.2,0.12,CCC-C
CORP-0283,Manufacturing,125619204.25,41880726.22,14058858.95,39200812.13,47812777.7,81954520.89469999,13893196.12205,3388927.6199200004,4464203.1239,0.8759316700397433,2.821583441680787,3.1121335065759013,2,4,3,3.2,0.06,B
CORP-0284,Technology,6992063.1,2542577.18,972721.8,3657545.32,1083363.18,4416617.4598,639698.0681,221003.96136000002,296933.9096,2.346929660282529,5.717611952250321,2.1543449482133514,5,2,3,3.0,0.06,B
CORP-0285,Manufacturing,27717070.88,12248959.72,4447556.23,11849191.84,9171844.24,11504897.6342,1878382.97575,452059.66136,809915.8152,1.3354958282632152,6.308187410647107,2.31923237020153,3,1,3,2.2,0.12,CCC-C
CORP-0286,Technology,12998312.58,7676597.32,1248216.93,6558156.67,4926432.27,10223562.3308,1235640.8792,332844.06064000004,653014.0601,1.5582467999707221,5.307494095085293,1.8922117527006677,4,2,2,2.4000000000000004,0.12,CCC-C
CORP-0287,Manufacturing,10911398.39,5799876.7,1443061.34,7655120.04,7804065.53,10486659.364149999,294246.6687,98615.671,889254.4712,0.7431865708590482,26.015995606070224,0.330891413233976,1,1,1,1.0,0.25,D
CORP-0288,Manufacturing,127143482.15,72404240.86,14793774.57,43415092.58,49082776.75,85322567.192,12225532.93635,4202888.11156,4339510.7774,1.4751455735437788,3.551182006218685,2.817260646066393,3,3,3,3.0000000000000004,0.06,B
CORP-0289,Retail,24947864.83,9982001.33,2195617.14,474677.29,6272493.43,16971222.2141,3752972.07355,843898.566,44179.1487,1.591392871335379,0.1264803682780924,84.94894501102056,4,5,5,4.8,0.0005,AAA-AA
CORP-0290,Manufacturing,56316824.31,33655584.23,7008507.78,26504746.03,22964706.12,44134633.57265,8664103.9039,3503060.6303200005,2548089.7909,1.4655351587839085,3.059144525964115,3.4002349269017667,3,3,3,3.0000000000000004,0.06,B
CORP-0291,Technology,37999342.74,12572076.65,4373923.06,23060391.92,9862250.15,18884983.6357,3744323.3282000003,1369525.5828800001,2564836.9776,1.2747675691434373,6.158760849075971,1.459867960771403,3,1,2,1.8000000000000003,0.12,CCC-C
CORP-0292,Technology,64169644.34,20270669.06,4776615.25,5429968.65,18076632.4,66598957.4159,14106094.475200001,3718672.9580000006,417494.0595,1.1213741924629723,0.3849377770400203,33.7875333893224,2,5,5,4.4,0.005,A-BBB
CORP-0293,Healthcare,43004782.61,23939936.28,6155156.31,29741684.29,12262988.27,33975404.433800004,5246919.541999999,1033607.5537599999,2626853.7687,1.9522106482452015,5.668408682833201,1.9974159218602565,4,2,2,2.4000000000000004,0.12,CCC-C
CORP-0294,Manufacturing,11039692.84,6382923.66,2519558.31,8243560.66,4220609.14,10383053.0401,1659894.9302,511924.26492,685943.7798,1.5123228539470965,4.966314740781055,2.419870227096416,4,2,3,2.8,0.06,B
CORP-0295,Technology,107851605.75,35286414.61,4163577.5,55023916.22,16673627.91,64127269.9977,7638674.0066,2171862.18704,3988244.6166,2.116300951446625,7.203333480713799,1.9152972650689644,5,1,2,2.2,0.12,CCC-C
CORP-0296,Manufacturing,24306233.96,8118968.26,2000410.6,2629456.03,6296668.08,23616334.09975,3169226.00875,1042837.7391200002,223699.3209,1.289407057327373,0.8296839741754817,14.167347473382518,3,5,5,4.6,0.005,A-BBB
CORP-0297,Healthcare,8397277.48,2602755.03,864683.4,3216082.36,1962740.45,7538481.471599999,1362871.1918,396528.284,342885.2508,1.32608212665103,2.3597845338211223,3.974715122975479,3,4,3,3.4000000000000004,0.03,BB
CORP-0298,Retail,25955259.86,8600334.24,1250046.43,5015641.23,4709318.1,19026229.50655,3999203.5093499995,637486.8416,494035.8069,1.8262376967060265,1.2541600391862042,8.094966910282064,4,5,5,4.8,0.0005,AAA-AA
CORP-0299,Energy,178617961.67,64807230.75,18370223.82,98965820.69,76171212.83,128566379.00899999,18388551.7125,5313045.53,9863394.6207,0.8508100152565209,5.381925789333693,1.8643228238996457,2,2,2,2.0,0.12,CCC-C
CORP-0300,Technology,93196594.76,55081329.69,9465144.51,14333418.47,54287930.27,63631633.183299996,8112431.0722,2397632.8230400006,1321500.1041,1.0146146558922773,1.7668462563729295,6.138804716723745,2,4,5,4.0,0.015,BB
CORP-0301,Technology,28101903.31,14061014.01,5065075.82,17039437.82,7251705.83,26598360.488700002,3990456.2152,1479233.7123200002,1667306.5546,1.9389939883978995,4.270047558746611,2.3933548417899324,4,3,3,3.2,0.06,B
CORP-0302,Manufacturing,28084890.8,14985140.25,2969004.33,9290449.76,14531377.24,19419019.6516,3496595.232,923604.7424400001,724572.8128,1.0312264283354329,2.6569989214010348,4.825733411785003,2,4,4,3.6,0.03,BB
CORP-0303,Manufacturing,28871483.87,15383934.05,3057077.61,8917899.24,19917582.19,9801850.279749999,762655.10735,346469.61612,761208.2572000001,0.7723795942322655,11.693226930567674,1.0019007283963548,1,1,2,1.4000000000000001,0.25,D
CORP-0304,Energy,317741266.93,146326883.43,40892242.12,76635156.98,65109092.88,155718100.42,5479868.247,915514.77,7117878.2494,2.247410875462346,13.984853928186059,0.7698738381008308,5,1,1,1.8,0.25,D
CORP-0305,Healthcare,58347989.03,31463960.15,4879080.82,16306904.5,33384470.56,41839067.2776,5124162.676599999,2177222.90144,1535502.775,0.9424729409277773,3.182354958102152,3.3371236835439775,2,3,3,2.8000000000000003,0.06,B
CORP-0306,Real Estate,61223499.17,29310276.34,5436077.05,19314641.87,18625690.64,40900348.976,3638674.1350000002,1099077.8316000002,1831082.4761,1.5736477592435734,5.308153781679601,1.9871710763951864,4,2,2,2.4000000000000004,0.12,CCC-C
CORP-0307,Manufacturing,111583467.25,44004483.43,9900549.15,5789690.66,28805644.03,73483261.3764,9155499.257949999,3559354.05244,509058.3798,1.527634076994459,0.6323730139536231,17.985165594458994,4,5,5,4.8,0.0005,AAA-AA
CORP-0308,Retail,50565958.91,23681708.88,4880595.57,25629754.8,47363417.77,42488264.262499996,6059293.17735,1977657.0626400001,2161578.894,0.4999999998944332,4.22982583113911,2.8031792844429946,1,3,3,2.6000000000000005,0.06,B
CORP-0309,Healthcare,30736390.05,14140355.41,3640620.66,8545002.71,10150475.59,11839437.6724,1507605.3324,619873.70528,1173797.7113,1.3930731899824214,5.667930808122685,1.2843825796272021,3,2,2,2.2,0.12,CCC-C
CORP-0310,Retail,32725009.2,17901755.39,5010558.89,16527824.42,10659834.04,21831431.48935,4860186.99285,1404647.7135600003,1712312.5126,1.6793652999498294,3.400656074409213,2.8383761475118945,4,3,3,3.2,0.06,B
CORP-0311,Manufacturing,37072971.85,22040555.2,5950955.11,19730943.62,13425252.07,13509297.123249998,2247099.1779,521575.01456000004,1898061.7686,1.6417237520069892,8.78062873862084,1.1838914913488026,4,1,2,2.0,0.12,CCC-C
CORP-0312,Technology,38369666.23,16242369.68,4811810.04,20388666.83,8725850.16,33238400.131300002,5485124.372,2378571.2132,1763657.8549000002,1.8614082733687465,3.717083779189829,3.1100841678336804,4,3,3,3.2,0.06,B
CORP-0313,Technology,82443976.15,43614281.71,8388110.41,36205085.93,32426891.49,58601880.173200004,10613407.4501,3299937.0768,3013411.4879,1.3450034741520025,3.411259399982696,3.522057141122907,3,3,3,3.0000000000000004,0.06,B
CORP-0314,Real Estate,41948191.78,13839920.82,1908910.77,18370668.74,7753449.33,28736170.238500003,2674140.42175,903123.2108000002,1617316.7722,1.7850017754613998,6.86974722441013,1.6534425832438666,4,1,2,2.0,0.12,CCC-C
CORP-0315,Healthcare,82858101.09,44167461.97,14497627.64,50726464.24,36076617.63,48852308.0982,9865996.6716,4131683.5952,4788194.3572,1.2242683730215314,5.1415448361157345,2.0604837514092376,3,2,3,2.6,0.06,B
CORP-0316,Energy,36736575.34,15114348.21,5369132.11,16050068.31,16151034.1,32971408.404,4820808.4985,1144670.0304,991789.3593,0.9358130331729039,3.329331234583161,4.860718108432321,2,3,4,3.2,0.06,B
CORP-0317,Manufacturing,43082833.9,13433962.12,2379179.81,18514394.43,13695426.3,36274368.30375,6657218.28585,2447454.88616,1230451.0329,0.9809086497730997,2.7811006992744365,5.410388636238431,2,4,4,3.6,0.03,BB
CORP-0318,Technology,5399404.97,2208215.46,490505.57,2540366.31,2412939.32,4504210.9658,434238.0861,118463.80728000002,204364.2493,0.9151558191691286,5.8501692765267554,2.1248241196166986,2,2,3,2.4,0.12,CCC-C
CORP-0319,Technology,99565639.16,48109402.49,12006700.39,73615312.13,25269741.32,70136810.2344,5071737.3525,1569329.6892000001,6854107.6039,1.9038343875694252,14.514811594830116,0.7399558987977037,4,1,1,1.6,0.25,D
CORP-0320,Retail,56315956.71,18909493.2,4916431.41,41620576.21,21147522.94,41524966.180599995,7926886.946649998,2582439.60072,3596471.5663,0.8941705964169059,5.2505575631540164,2.2040732980978546,2,2,3,2.4,0.12,CCC-C
CORP-0321,Manufacturing,108039786.4,62361682.68,18574243.3,10054120.48,38743216.17,59416366.13284999,10030699.230749998,2005961.80912,1127788.9744,1.609615536468768,1.00233495678728,8.894127765423914,4,5,5,4.8,0.0005,AAA-AA
CORP-0322,Healthcare,2199508.8,711104.99,79985.78,1308147.97,510253.67,2007809.4311999998,210614.0312,54273.77264,88645.3991,1.3936303290087066,6.211115007612086,2.375916103241956,3,1,3,2.2,0.12,CCC-C
CORP-0323,Energy,321457115.77,186124318.07,58897760.82,47936368.21,127574982.71,308731191.76299995,32885072.7905,14077633.7272,3774021.5463,1.4589405706061727,1.4576938453317971,8.713536048234829,3,5,5,4.6,0.005,A-BBB
CORP-0324,Retail,34636215.1,17738634.68,2103647.78,12648572.3,8672270.7,28275908.046049997,5832520.732849999,2279904.91288,1426776.359,2.04544291727425,2.1686287763643164,4.087901159883179,5,4,4,4.2,0.015,BB
CORP-0325,Real Estate,120623274.97,48118271.21,11571798.01,19123837.11,36325846.16,61145339.38525,5535451.2175,1743605.3230000003,1758757.9133000001,1.3246290533208602,3.4547928178900977,3.1473639297597806,3,3,3,3.0000000000000004,0.06,B
CORP-0326,Healthcare,14077580.76,5873520.1,2045754.93,3623422.03,3366607.44,11542862.446,2679486.7602,909551.4523199999,374200.35089999996,1.7446406225490905,1.3522821175386377,7.160567203519424,4,5,5,4.8,0.0005,AAA-AA
CORP-0327,Manufacturing,73498378.67,38383999.77,9034234.52,6313579.58,25335549.67,33224601.21095,3487551.93985,1033921.7427200001,762482.8274,1.515025340675784,1.8103184379446253,4.573941621403132,4,4,4,4.0,0.015,BB
CORP-0328,Energy,13888676.65,6672694.29,965718.52,7367036.07,4636415.61,10795756.5935,1963959.6799999997,841609.106,586364.0120999999,1.4391924390056998,3.7511137041265536,3.349386455294704,3,3,3,3.0000000000000004,0.06,B
CORP-0329,Manufacturing,21342928.81,10703326.76,4233274.41,10406880.38,4422884.87,15863148.270599999,2118826.0604000003,644063.3556,921115.9514000001,2.4199876493732924,4.9116256282195,2.300281584722972,5,2,3,3.0,0.06,B
CORP-0330,Retail,270026687.28,112533455.85,41275655.47,207246584.4,121860235.96,92608236.38114999,16684241.670249999,5648406.09004,17805299.422,0.9234633017364133,12.421696382493996,0.937037972505824,2,1,1,1.2000000000000002,0.25,D
CORP-0331,Manufacturing,32911003.06,14689630.21,4868056.64,16558929.77,7287778.28,15599226.2802,1915496.07045,788576.0440800001,1004814.1531,2.0156527333320575,8.644721346836214,1.9063187600815652,5,1,2,2.2,0.12,CCC-C
CORP-0332,Healthcare,49497507.52,29548044.23,6602613.34,4352614.44,16764252.11,34587367.7552,4906576.2612000005,1264965.80576,371469.7332,1.7625626264815222,0.8870980920890613,13.208549237464497,4,5,5,4.8,0.0005,AAA-AA
CORP-0333,Technology,95064648.69,34620345.37,5371475.3,54119403.52,26464309.7,64001659.2852,9731193.644900002,4327492.318240001,5585984.7156,1.3081900024016118,5.561435266306032,1.742073088335466,3,2,2,2.2,0.12,CCC-C
CORP-0334,Technology,65377053.31,27808577.85,10634649.62,13764064.63,12923838.66,33203383.8773,3316706.8389000003,655258.84424,1350376.4589,2.151727407126266,4.149918970398032,2.45613496669051,5,3,3,3.4000000000000004,0.03,BB
CORP-0335,Technology,46289184.94,17939232.73,4658914.5,18117557.57,23580798.3,36975529.154199995,6915947.9844,3114744.97152,1798824.3071,0.7607559549839328,2.6196781136681446,3.8447045423516895,1,4,3,3.0000000000000004,0.06,B
CORP-0336,Technology,57365922.62,30377175.1,10805362.83,8205305.26,23524612.28,44387926.5102,5519164.6692,1601584.0640800002,692259.9878,1.2912933373114874,1.4866933225946588,7.972676113695214,3,5,5,4.6,0.005,A-BBB
